year,rank,artist,song,gender,queerFlag,lyricFlag,relationshipType,sampleLyrics,artistID
2020,14,Tones And I,Dance Monkey,woman,0,0,,,
2020,15,Megan Thee Stallion,Savage,woman,1,0,Straight,,Megan Thee Stallion
2020,16,Arizona Zervas,Roxanne,man,0,0,,,
2020,17,Justin Bieber Featuring Quavo,Intentions,man,0,0,,,
2020,18,Billie Eilish,Everything I Wanted,woman,0,0,,,
2020,19,SAINt JHN,Roses,man,0,0,,,
2020,20,Harry Styles,Watermelon Sugar,man,0,0,,,
2020,21,Lewis Capaldi,Before You Go,man,0,0,,,
2020,22,Trevor Daniel,Falling,man,0,0,,,
2020,23,Dan + Shay & Justin Bieber,"10,000 Hours",man,0,0,,,
2020,24,Cardi B Featuring Megan Thee Stallion,WAP,woman,1,0,Straight,,Cardi B
2020,25,Mustard & Roddy Ricch,Ballin',man,0,0,,,
2020,26,blackbear,Hot Girl Bummer,man,0,0,,,
2020,27,Lil Mosey,Blueberry Faygo,man,0,0,,,
2020,28,The Weeknd,Heartless,man,0,0,,,
2020,29,DaBaby,BOP,man,0,0,,,
2020,30,Selena Gomez,Lose You To Love Me,woman,0,0,,,
2020,31,Lizzo,Good As Hell,woman,1,0,Straight,,Lizzo
2020,32,Drake,Toosie Slide,man,0,0,,,
2020,33,Dua Lipa,Break My Heart,woman,0,0,,,
2020,34,Morgan Wallen,Chasin' You,man,0,0,,,
2020,35,Jawsh 685 x Jason Derulo,Savage Love (Laxed - Siren Beat),man,0,0,,,
2020,36,Chris Brown Featuring Drake,No Guidance,man,0,0,,,
2020,37,Camila Cabello Featuring DaBaby,My Oh My,mixed,0,0,,,
2020,38,BTS,Dynamite,man,0,0,,,
2020,39,Chris Brown & Young Thug,Go Crazy,man,0,0,,,
2020,40,Roddy Ricch Featuring Mustard,High Fashion,man,0,0,,,
2020,41,Drake Featuring Lil Durk,Laugh Now Cry Later,man,0,0,,,
2020,42,Lil Baby,Woah,man,0,0,,,
2020,43,Powfu Featuring beabadoobee,Death Bed,mixed,1,0,Unspecified,,beabadoobee
2020,44,Shawn Mendes & Camila Cabello,Senorita,mixed,0,0,,,
2020,45,Travis Scott,HIGHEST IN THE ROOM,man,0,0,,,
2020,46,Billie Eilish,Bad Guy,woman,0,0,,,
2020,47,24kGoldn Featuring iann dior,Mood,man,0,0,,,
2020,48,Lady Gaga & Ariana Grande,Rain On Me,woman,1,0,Unspecified,,Lady Gaga
2020,49,Pop Smoke Featuring Lil Baby & DaBaby,For The Night,man,0,0,,,
2020,50,Black Eyed Peas X J Balvin,RITMO (Bad Boys For Life),mixed,0,0,,,
2020,51,Rod Wave,Heart On Ice,man,0,0,,,
2020,52,Blake Shelton Duet With Gwen Stefani,Nobody But You,mixed,0,0,,,
2020,53,SHAED,Trampoline,mixed,0,0,,,
2020,54,Juice WRLD x Marshmello,Come & Go,man,0,0,,,
2020,55,Lizzo,Truth Hurts,woman,1,0,Straight,,Lizzo
2020,56,JP Saxe Featuring Julia Michaels,If The World Was Ending,mixed,0,0,,,
2020,57,Lil Baby & 42 Dugg,We Paid,man,0,0,,,
2020,58,Justin Bieber,Yummy,man,0,0,,,
2020,59,Old Dominion,One Man Band,man,0,0,,,
2020,60,Jason Aldean,Got What I Got,man,0,0,,,
2020,61,Surfaces,Sunday Best,man,0,0,,,
2020,62,Eminem Featuring Juice WRLD,Godzilla,man,0,0,,,
2020,63,Juice WRLD & YoungBoy Never Broke Again,Bandit,man,0,0,,,
2020,64,StaySolidRocky,Party Girl,man,0,0,,,
2020,65,Maddie & Tae,Die From A Broken Heart,woman,0,0,,,
2020,66,DJ Khaled Featuring Drake,Popstar,man,0,0,,,
2020,67,Mariah Carey,All I Want For Christmas Is You,woman,0,0,,,
2020,68,Lee Brice,One Of Them Girls,man,0,0,,,
2020,69,Sam Hunt,Hard To Forget,man,0,0,,,
2020,70,Luke Bryan,One Margarita,man,0,0,,,
2020,71,Lil Nas X,Panini,man,1,0,None,,Lil Nas X
2020,72,Young Thug Featuring Gunna,Hot,man,0,0,,,
2020,73,Carly Pearce & Lee Brice,I Hope You're Happy Now,mixed,0,0,,,
2020,74,Lil Baby,Emotionally Scarred,man,0,0,,,
2020,75,YNW Melly & Juice WRLD,Suicidal,man,0,0,,,
2020,76,Lil Baby,The Bigger Picture,man,0,0,,,
2020,77,Jonas Brothers,Only Human,man,0,0,,,
2020,78,Pop Smoke Featuring 50 Cent & Roddy Ricch,The Woo,man,0,0,,,
2020,79,Lil Baby,Sum 2 Prove,man,0,0,,,
2020,80,Ariana Grande & Justin Bieber,Stuck With U,mixed,0,0,,,
2020,81,Pop Smoke Featuring Lil Tjay,Mood Swings,man,0,0,,,
2020,82,Halsey,You Should Be Sad,woman,1,0,Straight,,Halsey
2020,83,Pop Smoke,Dior,man,0,0,,,
2020,84,BENEE Featuring Gus Dapperton,Supalonely,mixed,0,0,,,
2020,85,Luke Combs,Even Though I'm Leaving,man,0,0,,,
2020,86,"THE SCOTTS, Travis Scott & Kid Cudi",The Scotts,man,0,0,,,
2020,87,Doja Cat & Tyga,Juicy,mixed,1,0,Straight,,Doja Cat
2020,88,Kane Brown With Swae Lee & Khalid,Be Like That,man,0,0,,,
2020,89,Kane Brown,Homesick,man,0,0,,,
2020,90,Rod Wave Featuring ATR Son Son,Rags2Riches,man,0,0,,,
2020,91,Miranda Lambert,Bluebird,woman,0,0,,,
2020,92,Juice WRLD,Wishing Well,man,0,0,,,
2020,93,Luke Combs Featuring Eric Church,Does To Me,man,0,0,,,
2020,94,Jhene Aiko,P*$$y Fairy (OTW),woman,0,0,,,
2020,95,surf mesa Featuring Emilee,ily,mixed,0,0,,,
2020,96,Morgan Wallen,More Than My Hometown,man,0,0,,,
2020,97,Luke Combs,Lovin' On You,man,0,0,,,
2020,98,Moneybagg Yo,Said Sum,man,0,0,,,
2020,99,H.E.R. Featuring YG,Slide,mixed,0,0,,,
2020,100,NLE Choppa Featuring Roddy Ricch,Walk Em Down,man,0,0,,,
